Service,Event Names,Description
waf,DeleteIPSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes an <a>IPSet</a>. You can't delete an <code>IPSet</code> if it's still used in any <code>Rules</code> or if it still includes any IP addresses.</p> <p>If you just want to remove an <code>IPSet</code> from a <code>Rule</code>  use <a>UpdateRule</a>.</p> <p>To permanently delete an <code>IPSet</code> from AWS WAF  perform the following steps:</p> <ol> <li> <p>Update the <code>IPSet</code> to remove IP address ranges  if any. For more information  see <a>UpdateIPSet</a>.</p> </li> <li> <p>Use <a>GetChangeToken</a> to get the change token that you provide in the <code>ChangeToken</code> parameter of a <code>DeleteIPSet</code> request.</p> </li> <li> <p>Submit a <code>DeleteIPSet</code> request.</p> </li> </ol>"""
waf,DeleteLoggingConfiguration,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes the <a>LoggingConfiguration</a> from the specified web ACL.</p>"""
waf,DeletePermissionPolicy,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes an IAM policy from the specified RuleGroup.</p> <p>The user making the request must be the owner of the RuleGroup.</p>"""
waf,DeleteRateBasedRule,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes a <a>RateBasedRule</a>. You can't delete a rule if it's still used in any <code>WebACL</code> objects or if it still includes any predicates  such as <code>ByteMatchSet</code> objects.</p> <p>If you just want to remove a rule from a <code>WebACL</code>  use <a>UpdateWebACL</a>.</p> <p>To permanently delete a <code>RateBasedRule</code> from AWS WAF  perform the following steps:</p> <ol> <li> <p>Update the <code>RateBasedRule</code> to remove predicates  if any. For more information  see <a>UpdateRateBasedRule</a>.</p> </li> <li> <p>Use <a>GetChangeToken</a> to get the change token that you provide in the <code>ChangeToken</code> parameter of a <code>DeleteRateBasedRule</code> request.</p> </li> <li> <p>Submit a <code>DeleteRateBasedRule</code> request.</p> </li> </ol>"""
waf,DeleteRegexMatchSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes a <a>RegexMatchSet</a>. You can't delete a <code>RegexMatchSet</code> if it's still used in any <code>Rules</code> or if it still includes any <code>RegexMatchTuples</code> objects (any filters).</p> <p>If you just want to remove a <code>RegexMatchSet</code> from a <code>Rule</code>  use <a>UpdateRule</a>.</p> <p>To permanently delete a <code>RegexMatchSet</code>  perform the following steps:</p> <ol> <li> <p>Update the <code>RegexMatchSet</code> to remove filters  if any. For more information  see <a>UpdateRegexMatchSet</a>.</p> </li> <li> <p>Use <a>GetChangeToken</a> to get the change token that you provide in the <code>ChangeToken</code> parameter of a <code>DeleteRegexMatchSet</code> request.</p> </li> <li> <p>Submit a <code>DeleteRegexMatchSet</code> request.</p> </li> </ol>"""
waf,DeleteRegexPatternSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes a <a>RegexPatternSet</a>. You can't delete a <code>RegexPatternSet</code> if it's still used in any <code>RegexMatchSet</code> or if the <code>RegexPatternSet</code> is not empty. </p>"""
waf,DeleteRule,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes a <a>Rule</a>. You can't delete a <code>Rule</code> if it's still used in any <code>WebACL</code> objects or if it still includes any predicates  such as <code>ByteMatchSet</code> objects.</p> <p>If you just want to remove a <code>Rule</code> from a <code>WebACL</code>  use <a>UpdateWebACL</a>.</p> <p>To permanently delete a <code>Rule</code> from AWS WAF  perform the following steps:</p> <ol> <li> <p>Update the <code>Rule</code> to remove predicates  if any. For more information  see <a>UpdateRule</a>.</p> </li> <li> <p>Use <a>GetChangeToken</a> to get the change token that you provide in the <code>ChangeToken</code> parameter of a <code>DeleteRule</code> request.</p> </li> <li> <p>Submit a <code>DeleteRule</code> request.</p> </li> </ol>"""
waf,DeleteRuleGroup,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes a <a>RuleGroup</a>. You can't delete a <code>RuleGroup</code> if it's still used in any <code>WebACL</code> objects or if it still includes any rules.</p> <p>If you just want to remove a <code>RuleGroup</code> from a <code>WebACL</code>  use <a>UpdateWebACL</a>.</p> <p>To permanently delete a <code>RuleGroup</code> from AWS WAF  perform the following steps:</p> <ol> <li> <p>Update the <code>RuleGroup</code> to remove rules  if any. For more information  see <a>UpdateRuleGroup</a>.</p> </li> <li> <p>Use <a>GetChangeToken</a> to get the change token that you provide in the <code>ChangeToken</code> parameter of a <code>DeleteRuleGroup</code> request.</p> </li> <li> <p>Submit a <code>DeleteRuleGroup</code> request.</p> </li> </ol>"""
waf,DeleteSizeConstraintSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes a <a>SizeConstraintSet</a>. You can't delete a <code>SizeConstraintSet</code> if it's still used in any <code>Rules</code> or if it still includes any <a>SizeConstraint</a> objects (any filters).</p> <p>If you just want to remove a <code>SizeConstraintSet</code> from a <code>Rule</code>  use <a>UpdateRule</a>.</p> <p>To permanently delete a <code>SizeConstraintSet</code>  perform the following steps:</p> <ol> <li> <p>Update the <code>SizeConstraintSet</code> to remove filters  if any. For more information  see <a>UpdateSizeConstraintSet</a>.</p> </li> <li> <p>Use <a>GetChangeToken</a> to get the change token that you provide in the <code>ChangeToken</code> parameter of a <code>DeleteSizeConstraintSet</code> request.</p> </li> <li> <p>Submit a <code>DeleteSizeConstraintSet</code> request.</p> </li> </ol>"""
waf,DeleteSqlInjectionMatchSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes a <a>SqlInjectionMatchSet</a>. You can't delete a <code>SqlInjectionMatchSet</code> if it's still used in any <code>Rules</code> or if it still contains any <a>SqlInjectionMatchTuple</a> objects.</p> <p>If you just want to remove a <code>SqlInjectionMatchSet</code> from a <code>Rule</code>  use <a>UpdateRule</a>.</p> <p>To permanently delete a <code>SqlInjectionMatchSet</code> from AWS WAF  perform the following steps:</p> <ol> <li> <p>Update the <code>SqlInjectionMatchSet</code> to remove filters  if any. For more information  see <a>UpdateSqlInjectionMatchSet</a>.</p> </li> <li> <p>Use <a>GetChangeToken</a> to get the change token that you provide in the <code>ChangeToken</code> parameter of a <code>DeleteSqlInjectionMatchSet</code> request.</p> </li> <li> <p>Submit a <code>DeleteSqlInjectionMatchSet</code> request.</p> </li> </ol>"""
waf,DeleteWebACL,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes a <a>WebACL</a>. You can't delete a <code>WebACL</code> if it still contains any <code>Rules</code>.</p> <p>To delete a <code>WebACL</code>  perform the following steps:</p> <ol> <li> <p>Update the <code>WebACL</code> to remove <code>Rules</code>  if any. For more information  see <a>UpdateWebACL</a>.</p> </li> <li> <p>Use <a>GetChangeToken</a> to get the change token that you provide in the <code>ChangeToken</code> parameter of a <code>DeleteWebACL</code> request.</p> </li> <li> <p>Submit a <code>DeleteWebACL</code> request.</p> </li> </ol>"""
waf,DeleteXssMatchSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Permanently deletes an <a>XssMatchSet</a>. You can't delete an <code>XssMatchSet</code> if it's still used in any <code>Rules</code> or if it still contains any <a>XssMatchTuple</a> objects.</p> <p>If you just want to remove an <code>XssMatchSet</code> from a <code>Rule</code>  use <a>UpdateRule</a>.</p> <p>To permanently delete an <code>XssMatchSet</code> from AWS WAF  perform the following steps:</p> <ol> <li> <p>Update the <code>XssMatchSet</code> to remove filters  if any. For more information  see <a>UpdateXssMatchSet</a>.</p> </li> <li> <p>Use <a>GetChangeToken</a> to get the change token that you provide in the <code>ChangeToken</code> parameter of a <code>DeleteXssMatchSet</code> request.</p> </li> <li> <p>Submit a <code>DeleteXssMatchSet</code> request.</p> </li> </ol>"""
waf,GetByteMatchSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>ByteMatchSet</a> specified by <code>ByteMatchSetId</code>.</p>"""
waf,GetChangeToken,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>When you want to create  update  or delete AWS WAF objects  get a change token and include the change token in the create  update  or delete request. Change tokens ensure that your application doesn't submit conflicting requests to AWS WAF.</p> <p>Each create  update  or delete request must use a unique change token. If your application submits a <code>GetChangeToken</code> request and then submits a second <code>GetChangeToken</code> request before submitting a create  update  or delete request  the second <code>GetChangeToken</code> request returns the same value as the first <code>GetChangeToken</code> request.</p> <p>When you use a change token in a create  update  or delete request  the status of the change token changes to <code>PENDING</code>  which indicates that AWS WAF is propagating the change to all AWS WAF servers. Use <code>GetChangeTokenStatus</code> to determine the status of your change token.</p>"""
waf,GetChangeTokenStatus,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the status of a <code>ChangeToken</code> that you got by calling <a>GetChangeToken</a>. <code>ChangeTokenStatus</code> is one of the following values:</p> <ul> <li> <p> <code>PROVISIONED</code>: You requested the change token by calling <code>GetChangeToken</code>  but you haven't used it yet in a call to create  update  or delete an AWS WAF object.</p> </li> <li> <p> <code>PENDING</code>: AWS WAF is propagating the create  update  or delete request to all AWS WAF servers.</p> </li> <li> <p> <code>INSYNC</code>: Propagation is complete.</p> </li> </ul>"""
waf,GetGeoMatchSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>GeoMatchSet</a> that is specified by <code>GeoMatchSetId</code>.</p>"""
waf,GetIPSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>IPSet</a> that is specified by <code>IPSetId</code>.</p>"""
waf,GetLoggingConfiguration,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>LoggingConfiguration</a> for the specified web ACL.</p>"""
waf,GetPermissionPolicy,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the IAM policy attached to the RuleGroup.</p>"""
waf,GetRateBasedRule,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>RateBasedRule</a> that is specified by the <code>RuleId</code> that you included in the <code>GetRateBasedRule</code> request.</p>"""
waf,GetRateBasedRuleManagedKeys,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of IP addresses currently being blocked by the <a>RateBasedRule</a> that is specified by the <code>RuleId</code>. The maximum number of managed keys that will be blocked is 10 000. If more than 10 000 addresses exceed the rate limit  the 10 000 addresses with the highest rates will be blocked.</p>"""
waf,GetRegexMatchSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>RegexMatchSet</a> specified by <code>RegexMatchSetId</code>.</p>"""
waf,GetRegexPatternSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>RegexPatternSet</a> specified by <code>RegexPatternSetId</code>.</p>"""
waf,GetRule,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>Rule</a> that is specified by the <code>RuleId</code> that you included in the <code>GetRule</code> request.</p>"""
waf,GetRuleGroup,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>RuleGroup</a> that is specified by the <code>RuleGroupId</code> that you included in the <code>GetRuleGroup</code> request.</p> <p>To view the rules in a rule group  use <a>ListActivatedRulesInRuleGroup</a>.</p>"""
waf,GetSampledRequests,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Gets detailed information about a specified number of requests--a sample--that AWS WAF randomly selects from among the first 5 000 requests that your AWS resource received during a time range that you choose. You can specify a sample size of up to 500 requests  and you can specify any time range in the previous three hours.</p> <p> <code>GetSampledRequests</code> returns a time range  which is usually the time range that you specified. However  if your resource (such as a CloudFront distribution) received 5 000 requests before the specified time range elapsed  <code>GetSampledRequests</code> returns an updated time range. This new time range indicates the actual period during which AWS WAF selected the requests in the sample.</p>"""
waf,GetSizeConstraintSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>SizeConstraintSet</a> specified by <code>SizeConstraintSetId</code>.</p>"""
waf,GetSqlInjectionMatchSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>SqlInjectionMatchSet</a> that is specified by <code>SqlInjectionMatchSetId</code>.</p>"""
waf,GetWebACL,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>WebACL</a> that is specified by <code>WebACLId</code>.</p>"""
waf,GetXssMatchSet,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns the <a>XssMatchSet</a> that is specified by <code>XssMatchSetId</code>.</p>"""
waf,ListActivatedRulesInRuleGroup,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>ActivatedRule</a> objects.</p>"""
waf,ListByteMatchSets,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>ByteMatchSetSummary</a> objects.</p>"""
waf,ListGeoMatchSets,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>GeoMatchSetSummary</a> objects in the response.</p>"""
waf,ListIPSets,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>IPSetSummary</a> objects in the response.</p>"""
waf,ListLoggingConfigurations,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>LoggingConfiguration</a> objects.</p>"""
waf,ListRateBasedRules,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>RuleSummary</a> objects.</p>"""
waf,ListRegexMatchSets,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href=https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html"">AWS WAF Classic</a> in the developer guide.</p> <p> <b>For the latest version of AWS WAF</b>  use the AWS WAFV2 API and see the <a href=""https://docs.aws.amazon.com/waf/latest/developerguide/waf-chapter.html"">AWS WAF Developer Guide</a>. With the latest version  AWS WAF has a single set of endpoints for regional and global use. </p> </note> <p>Returns an array of <a>RegexMatchSetSummary</a> objects.</p>"""
